"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Lateral Raise (Machine)",,"",2,"normal",30,10,,,
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Lateral Raise (Machine)",,"",3,"normal",30,9,,,
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Preacher Curl (Machine)",,"",0,"normal",25,12,,,
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Preacher Curl (Machine)",,"",1,"normal",25,8,,,
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Preacher Curl (Machine)",,"",2,"normal",20,10,,,
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Triceps Extension (Cable)",,"",0,"normal",30,14,,,
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Triceps Extension (Cable)",,"",1,"normal",35,7,,,
"Mainly push, with Silvan","30 Oct 2023, 15:59","30 Oct 2023, 17:29","","Triceps Extension (Cable)",,"",2,"normal",30,8,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Chest Press (Machine)",,"",0,"normal",75,9,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Chest Press (Machine)",,"",1,"normal",75,6,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Chest Press (Machine)",,"",2,"normal",70,9,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Chest Press (Machine)",,"",3,"normal",65,11,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Seated Row (Machine)",,"",0,"normal",65,9,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Seated Row (Machine)",,"",1,"normal",80,5,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Incline Chest Press (Machine)",,"",0,"normal",65,5,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Incline Chest Press (Machine)",,"",1,"normal",55,7,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Triceps Extension (Cable)",,"",0,"normal",30,12,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Triceps Extension (Cable)",,"",1,"normal",35,10,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Triceps Extension (Cable)",,"",2,"normal",40,7,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Lateral Raise (Machine)",,"",0,"normal",47.5,11,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Lateral Raise (Machine)",,"",1,"normal",50,7,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Lateral Raise (Machine)",,"",2,"normal",50,8,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Preacher Curl (Machine)",,"",0,"normal",35,10,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Preacher Curl (Machine)",,"",1,"normal",35,8,,,
"Upper body push-ish","28 Oct 2023, 10:03","28 Oct 2023, 11:16","","Preacher Curl (Machine)",,"",2,"normal",30,6,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Lat Pulldown (Machine)",,"",0,"normal",95,11,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Lat Pulldown (Machine)",,"",1,"normal",100,10,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Lat Pulldown (Machine)",,"",2,"normal",100,9,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Lat Pulldown (Machine)",,"",3,"normal",95,9,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Seated Row (Machine)",,"",0,"normal",50,11,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Seated Row (Machine)",,"",1,"normal",50,12,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Seated Row (Machine)",,"",2,"normal",50,9,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,8,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,8,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Chest Press (Machine)",,"",0,"normal",70,10,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Chest Press (Machine)",,"",1,"normal",70,10,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Chest Press (Machine)",,"",2,"normal",70,6,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Preacher Curl (Machine)",,"",0,"normal",30,12,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Preacher Curl (Machine)",,"",1,"normal",35,5,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Preacher Curl (Machine)",,"",2,"normal",30,6,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Triceps Extension (Cable)",,"",0,"normal",30,12,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Triceps Extension (Cable)",,"",1,"normal",35,8,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Triceps Extension (Cable)",,"",2,"normal",35,7,,,
"Upper body pull-ish","26 Oct 2023, 10:38","26 Oct 2023, 11:49","","Triceps Extension (Cable)",,"",3,"normal",30,7,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Leg Press Horizontal (Machine)",,"",0,"warmup",77,8,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Leg Press Horizontal (Machine)",,"",1,"normal",141,11,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Leg Press Horizontal (Machine)",,"",2,"normal",149,9,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Leg Press Horizontal (Machine)",,"",3,"normal",149,4,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Crunch (Machine)",,"",0,"normal",60,11,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Crunch (Machine)",,"",1,"normal",65,7,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Seated Calf Raise",,"",0,"normal",30,8,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Seated Calf Raise",,"",1,"normal",30,12,,,
"smallest Leg focused yet","23 Oct 2023, 13:39","23 Oct 2023, 14:10","","Seated Calf Raise",,"",2,"normal",32.5,10,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Bench Press (Barbell)",,"",0,"normal",50,12,,,6
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Bench Press (Barbell)",,"",1,"normal",70,10,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Bench Press (Barbell)",,"",3,"normal",60,9,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Triceps Dip",,"",0,"normal",,8,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Triceps Dip",,"",1,"normal",,3,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Pullover (Machine)",,"",0,"normal",25,12,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Pullover (Machine)",,"",1,"normal",30,10,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Chest Fly (Machine)",,"",0,"normal",40,12,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Chest Fly (Machine)",,"",1,"normal",40,7,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Triceps Extension (Cable)",,"",0,"normal",30,10,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Triceps Extension (Cable)",,"",1,"normal",30,8,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Lateral Raise (Machine)",,"",0,"normal",45,12,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Lateral Raise (Machine)",,"",1,"normal",47.5,10,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Lateral Raise (Machine)",,"",2,"normal",47.5,7,,,
"Upper body push-ish","21 Oct 2023, 13:31","21 Oct 2023, 15:01","Dip = Douleur coude droit (encore 😐)","Preacher Curl (Machine)",,"",0,"normal",35,8,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Seated Row (Machine)",,"",0,"normal",55,13,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Seated Row (Machine)",,"",1,"normal",65,11,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Seated Row (Machine)",,"",2,"normal",65,8,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Seated Row (Machine)",,"",3,"normal",60,10,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Lat Pulldown (Machine)",,"",0,"normal",105,7,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Lat Pulldown (Machine)",,"",1,"normal",100,6,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Lat Pulldown (Machine)",,"",2,"normal",95,8,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Lat Pulldown (Machine)",,"",3,"normal",95,7,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Chest Press (Machine)",,"",0,"normal",65,13,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Chest Press (Machine)",,"",1,"normal",70,11,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Chest Press (Machine)",,"",2,"normal",70,7,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,11,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,11,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,9,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Triceps Extension (Cable)",,"",0,"normal",35,10,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Triceps Extension (Cable)",,"",1,"normal",30,10,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Preacher Curl (Machine)",,"J'y vais molo",0,"normal",30,12,,,7
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Preacher Curl (Machine)",,"J'y vais molo",1,"normal",35,6,,,
"Upper body pull-ish","19 Oct 2023, 07:59","19 Oct 2023, 09:01","8 am session ¯\_(ツ)_/¯","Preacher Curl (Machine)",,"J'y vais molo",2,"normal",30,6,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Leg Press Horizontal (Machine)",,"",0,"warmup",85,5,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Leg Press Horizontal (Machine)",,"",1,"normal",141,11,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Leg Press Horizontal (Machine)",,"",2,"normal",141,9,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Leg Press Horizontal (Machine)",,"",3,"normal",141,8,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Leg Press Horizontal (Machine)",,"",4,"normal",133,8,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Hip Thrust (Machine)",,"",0,"normal",100,10,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Hip Thrust (Machine)",,"",1,"normal",100,6,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Hip Thrust (Machine)",,"",2,"normal",90,10,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Leg Extension (Machine)",,"",0,"normal",75,12,,,
"(short) Leg focused","18 Oct 2023, 15:18","18 Oct 2023, 16:03","Just the essentials","Leg Extension (Machine)",,"",1,"normal",80,10,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Chest Press (Machine)",,"",0,"warmup",45,10,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Chest Press (Machine)",,"",1,"normal",75,13,,,9
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Chest Press (Machine)",,"",2,"normal",75,7,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Chest Press (Machine)",,"",3,"normal",70,9,,,9
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Chest Press (Machine)",,"",4,"normal",70,7,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Incline Chest Press (Machine)",,"",0,"normal",50,11,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Incline Chest Press (Machine)",,"",1,"normal",50,9,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Incline Chest Press (Machine)",,"",2,"normal",45,8,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Seated Shoulder Press (Machine)",,"",0,"normal",45,6,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Seated Shoulder Press (Machine)",,"",1,"normal",40,8,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Seated Shoulder Press (Machine)",,"",2,"normal",40,13,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Pull Up",,"",0,"normal",,10,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Chest Fly (Machine)",,"",0,"normal",35,12,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Chest Fly (Machine)",,"",1,"normal",45,7,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Preacher Curl (Machine)",,"",0,"normal",40,8,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Lateral Raise (Machine)",,"",0,"normal",47.5,9,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Lateral Raise (Machine)",,"",1,"normal",50,9,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Lateral Raise (Machine)",,"",2,"normal",47.5,8,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Triceps Extension (Cable)",,"",0,"normal",35,7,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Triceps Extension (Cable)",,"",1,"normal",30,10,,,
"Upper body push-ish","14 Oct 2023, 13:42","14 Oct 2023, 15:05","","Triceps Extension (Cable)",,"",2,"normal",30,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Lat Pulldown (Machine)",,"",0,"normal",105,11,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Lat Pulldown (Machine)",,"",1,"normal",105,6,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Lat Pulldown (Machine)",,"",2,"normal",95,6,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Lat Pulldown (Machine)",,"",3,"normal",95,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Seated Row (Machine)",,"",0,"normal",70,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Seated Row (Machine)",,"",1,"normal",65,10,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Seated Row (Machine)",,"",2,"normal",65,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Chest Press (Machine)",,"",0,"normal",65,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Chest Press (Machine)",,"",1,"normal",70,7,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Chest Press (Machine)",,"",2,"normal",65,10,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Chest Press (Machine)",,"",3,"normal",60,11,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,11,,,7
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,7,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Triceps Extension (Cable)",,"",0,"normal",40,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Triceps Extension (Cable)",,"",1,"normal",35,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Triceps Extension (Cable)",,"",2,"normal",30,7,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Triceps Extension (Cable)",,"",3,"normal",30,8,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Triceps Extension (Cable)",,"",4,"normal",30,9,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Preacher Curl (Machine)",,"Douleur coude 😬",0,"normal",35,6,,,
"Upper body pull-ish","12 Oct 2023, 11:26","12 Oct 2023, 12:41","","Preacher Curl (Machine)",,"Douleur coude 😬",1,"normal",25,7,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Leg Press Horizontal (Machine)",,"",0,"normal",133,12,,,7
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Leg Press Horizontal (Machine)",,"",1,"normal",141,11,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Leg Press Horizontal (Machine)",,"",2,"normal",141,8,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Leg Press Horizontal (Machine)",,"",3,"normal",133,7,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Hip Thrust (Machine)",,"",0,"normal",50,6,,,6
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Hip Thrust (Machine)",,"",1,"normal",100,9,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Hip Thrust (Machine)",,"",2,"normal",100,7,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Leg Extension (Machine)",,"",0,"normal",75,12,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Leg Extension (Machine)",,"",1,"normal",75,9,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Leg Extension (Machine)",,"",2,"normal",70,4,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Crunch (Machine)",,"",0,"normal",60,9,,,
"Leg focused","11 Oct 2023, 14:45","11 Oct 2023, 15:34","","Crunch (Machine)",,"",1,"normal",60,7,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Chest Press (Machine)",,"",0,"warmup",45,10,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Chest Press (Machine)",,"",1,"normal",70,12,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Chest Press (Machine)",,"",2,"normal",75,8,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Chest Press (Machine)",,"",3,"normal",70,8,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Chest Press (Machine)",,"",4,"normal",65,10,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Seated Row (Machine)",,"LIFTING STRAPS",0,"normal",65,13,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Seated Row (Machine)",,"LIFTING STRAPS",1,"normal",70,9,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Seated Row (Machine)",,"LIFTING STRAPS",2,"normal",70,6,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Seated Row (Machine)",,"LIFTING STRAPS",3,"normal",60,10,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Shoulder Press (Dumbbell)",,"",0,"normal",22,10,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Shoulder Press (Dumbbell)",,"",1,"normal",22,8,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Shoulder Press (Dumbbell)",,"",2,"normal",20,8,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Preacher Curl (Machine)",,"",0,"normal",35,12,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Preacher Curl (Machine)",,"",1,"normal",40,5,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Preacher Curl (Machine)",,"",2,"normal",30,8,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Triceps Extension (Cable)",,"",0,"normal",35,12,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Triceps Extension (Cable)",,"",1,"normal",35,8,,,
"Upper body push-ish","7 Oct 2023, 11:09","7 Oct 2023, 12:24","TRIED THE STRAPS : RECOMMENDED:)","Triceps Extension (Cable)",,"",2,"normal",30,8,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Leg Press Horizontal (Machine)",,"",0,"warmup",117,8,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Leg Press Horizontal (Machine)",,"",1,"normal",141,8,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Leg Press Horizontal (Machine)",,"",2,"normal",141,10,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Leg Press Horizontal (Machine)",,"",3,"normal",141,4,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Leg Extension (Machine)",,"",0,"normal",75,11,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Leg Extension (Machine)",,"",1,"normal",80,9,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Lateral Raise (Machine)",,"",0,"normal",47.5,11,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Lateral Raise (Machine)",,"",1,"normal",50,10,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Lateral Raise (Machine)",,"",2,"normal",50,7,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Crunch (Machine)",,"",0,"normal",55,9,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Crunch (Machine)",,"",1,"normal",60,9,,,
"(light) Leg focused","5 Oct 2023, 11:22","5 Oct 2023, 12:05","","Crunch (Machine)",,"",2,"normal",60,5,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Lat Pulldown (Machine)",,"",0,"normal",95,11,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Lat Pulldown (Machine)",,"",1,"normal",100,8,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Lat Pulldown (Machine)",,"",2,"normal",100,6,,,
