"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Crunch (Machine)",,"",1,"normal",55,9,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Crunch (Machine)",,"",2,"normal",55,7,,,
"Upper body push-ish","9 Jun 2023, 12:53","9 Jun 2023, 13:15","Lendemain de cuite 🤢 Quart de séance :/","Chest Press (Machine)",,"",0,"warmup",45,6,,,
"Upper body push-ish","9 Jun 2023, 12:53","9 Jun 2023, 13:15","Lendemain de cuite 🤢 Quart de séance :/","Chest Press (Machine)",,"",1,"normal",65,9,,,7
"Upper body push-ish","9 Jun 2023, 12:53","9 Jun 2023, 13:15","Lendemain de cuite 🤢 Quart de séance :/","Chest Press (Machine)",,"",2,"normal",65,5,,,6
"Upper body push-ish","9 Jun 2023, 12:53","9 Jun 2023, 13:15","Lendemain de cuite 🤢 Quart de séance :/","Chest Press (Machine)",,"",3,"normal",60,9,,,6
"Upper body push-ish","9 Jun 2023, 12:53","9 Jun 2023, 13:15","Lendemain de cuite 🤢 Quart de séance :/","Seated Shoulder Press (Machine)",,"",0,"normal",45,8,,,6
"Upper body push-ish","9 Jun 2023, 12:53","9 Jun 2023, 13:15","Lendemain de cuite 🤢 Quart de séance :/","Seated Shoulder Press (Machine)",,"",1,"normal",45,10,,,7
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Squat (Machine)",,"",0,"normal",70,12,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Squat (Machine)",,"",1,"normal",80,10,,,6
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Squat (Machine)",,"",2,"normal",80,7,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Squat (Machine)",,"",3,"normal",70,10,,,6
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Romanian Deadlift (Dumbbell)",,"",0,"normal",24,8,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Romanian Deadlift (Dumbbell)",,"",1,"normal",24,9,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Romanian Deadlift (Dumbbell)",,"",2,"normal",24,7,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Leg Press Horizontal (Machine)",,"",0,"normal",125,12,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Leg Press Horizontal (Machine)",,"",1,"normal",133,12,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Leg Extension (Machine)",,"",0,"normal",85,12,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Leg Extension (Machine)",,"",1,"dropset",90,7,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Leg Extension (Machine)",,"",2,"dropset",80,8,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Lateral Raise (Machine)",,"",0,"normal",50,10,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Lateral Raise (Machine)",,"",1,"normal",50,8,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Lateral Raise (Machine)",,"",2,"normal",47.5,10,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Crunch (Machine)",,"",0,"normal",45,12,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Crunch (Machine)",,"",1,"normal",50,12,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Crunch (Machine)",,"",2,"normal",50,13,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Crunch (Machine)",,"",3,"normal",55,8,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Seated Calf Raise",,"",0,"normal",30,14,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Seated Calf Raise",,"",1,"normal",35,12,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Seated Calf Raise",,"",2,"normal",35,10,,,
"Leg focused","7 Jun 2023, 11:49","7 Jun 2023, 13:01","","Seated Calf Raise",,"",3,"normal",35,8,,,
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Lat Pulldown (Cable)",,"",0,"normal",55,12,,,6
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Lat Pulldown (Cable)",,"",1,"normal",60,10,,,8
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Lat Pulldown (Cable)",,"",2,"normal",60,7,,,7.5
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Lat Pulldown (Cable)",,"",3,"normal",55,7,,,7
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Lat Pulldown (Cable)",,"",4,"normal",55,9,,,
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Seated Cable Row - Bar Grip",,"",0,"normal",55,7,,,7.5
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Seated Cable Row - Bar Grip",,"",1,"normal",55,9,,,
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Seated Cable Row - Bar Grip",,"",2,"normal",50,10,,,7
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Seated Cable Row - Bar Grip",,"",3,"normal",50,9,,,
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,8
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,8,,,8.5
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,9,,,8.5
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Incline Chest Press (Machine)",,"",0,"normal",55,10,,,7
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Incline Chest Press (Machine)",,"",1,"normal",55,9,,,9.5
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Incline Chest Press (Machine)",,"",2,"normal",50,5,,,6
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Triceps Extension (Cable)",,"",0,"normal",25,10,,,8.5
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Triceps Extension (Cable)",,"",1,"normal",25,5,,,7
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Triceps Extension (Cable)",,"",2,"normal",20,9,,,8
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Triceps Extension (Cable)",,"",3,"normal",20,8,,,
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Preacher Curl (Machine)",,"",0,"normal",30,12,,,8.5
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Preacher Curl (Machine)",,"",1,"normal",35,7,,,9
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Preacher Curl (Machine)",,"",2,"normal",30,6,,,
"Upper body pull-ish","6 Jun 2023, 12:20","6 Jun 2023, 13:23","","Ab Wheel",,"",0,"normal",,7,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Chest Press (Machine)",,"",0,"warmup",45,9,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Chest Press (Machine)",,"",1,"normal",60,12,,,7
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Chest Press (Machine)",,"",2,"normal",65,11,,,7.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Chest Press (Machine)",,"",3,"normal",70,9,,,9
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Chest Press (Machine)",,"",4,"normal",65,10,,,9
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Shoulder Press (Dumbbell)",,"",0,"normal",20,12,,,7
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Shoulder Press (Dumbbell)",,"",1,"normal",22,8,,,8.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Shoulder Press (Dumbbell)",,"",2,"normal",20,7,,,7.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Shoulder Press (Dumbbell)",,"",3,"normal",18,8,,,7.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Incline Bench Press (Dumbbell)",,"",0,"normal",22,6,,,7.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Incline Bench Press (Dumbbell)",,"",1,"normal",20,5,,,7.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Incline Bench Press (Dumbbell)",,"",2,"normal",18,6,,,7
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Lateral Raise (Dumbbell)",,"",0,"normal",8,11,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Lateral Raise (Dumbbell)",,"",1,"normal",10,9,,,8.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Lateral Raise (Dumbbell)",,"",2,"normal",8,11,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Hammer Curl (Dumbbell)",,"",0,"normal",12,9,,,8
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Hammer Curl (Dumbbell)",,"",1,"normal",12,7,,,7.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Hammer Curl (Dumbbell)",,"",2,"normal",10,8,,,6
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Hammer Curl (Dumbbell)",,"",3,"normal",10,7,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Pull Up",,"",0,"normal",,6,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Pull Up",,"",1,"normal",,2,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Triceps Extension (Cable)",,"",0,"normal",20,10,,,
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Triceps Extension (Cable)",,"",1,"normal",30,10,,,7.5
"Upper body push-ish","4 Jun 2023, 16:50","4 Jun 2023, 17:56","A jeun depuis 9h, prochaine fois manger avant pour avoir un peu plus d'énergie 😬","Triceps Extension (Cable)",,"",2,"normal",25,7,,,7.5
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Squat (Machine)",,"",0,"normal",40,11,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Squat (Machine)",,"",1,"normal",90,8,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Squat (Machine)",,"",2,"normal",90,9,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Pull Up",,"",0,"normal",,10,,,9
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Incline Chest Press (Machine)",,"",0,"normal",50,10,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Incline Chest Press (Machine)",,"",1,"normal",55,8,,,8
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Incline Chest Press (Machine)",,"",2,"normal",55,5,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Incline Chest Press (Machine)",,"",3,"normal",50,5,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Lateral Raise (Machine)",,"",0,"normal",50,10,,,8
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Crunch (Machine)",,"",0,"normal",40,10,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Crunch (Machine)",,"",1,"normal",50,7,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Crunch (Machine)",,"",2,"normal",45,10,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Triceps Extension (Cable)",,"",0,"normal",30,7,,,
"random full body","2 Jun 2023, 18:24","2 Jun 2023, 19:25","","Triceps Extension (Cable)",,"",1,"normal",30,9,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Lat Pulldown (Cable)",,"",0,"normal",55,9,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Lat Pulldown (Cable)",,"",1,"normal",55,9,,,9
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Seated Cable Row - Bar Grip",,"",0,"normal",60,5,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Seated Cable Row - Bar Grip",,"",1,"normal",55,9,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Seated Cable Row - Bar Grip",,"",2,"normal",55,11,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Seated Cable Row - Bar Grip",,"",3,"normal",55,8,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,11,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,8,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,11,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Iso-Lateral Row (Machine)",,"",0,"normal",50,13,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","One hand triceps extension (cable, holding the ball thingy)",,"",0,"normal",15,7,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","One hand triceps extension (cable, holding the ball thingy)",,"",1,"normal",15,11,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","One hand triceps extension (cable, holding the ball thingy)",,"",2,"normal",15,11,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","One hand triceps extension (cable, holding the ball thingy)",,"",3,"normal",15,11,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Triceps Extension (Cable)",,"",0,"normal",25,12,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Triceps Extension (Cable)",,"",1,"normal",30,6,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Triceps Extension (Cable)",,"",2,"normal",25,9,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Preacher curl (full machine)",,"",0,"normal",35,7,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Preacher curl (full machine)",,"",1,"normal",30,8,,,
"Upper body pull-ish","31 May 2023, 11:57","31 May 2023, 13:11","","Preacher curl (full machine)",,"",2,"normal",30,7,,,
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Bench Press (Dumbbell)",,"",0,"normal",20,12,,,6
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Bench Press (Dumbbell)",,"",1,"normal",24,13,,,7
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Bench Press (Dumbbell)",,"",2,"normal",24,10,,,
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Bench Press (Dumbbell)",,"",3,"normal",24,9,,,
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Shoulder Press (Dumbbell)",,"",0,"normal",20,11,,,9
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Shoulder Press (Dumbbell)",,"",1,"normal",20,6,,,8
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",22,10,,,8
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Preacher curl (full machine)",,"",0,"normal",30,7,,,6
"Upper body push-ish","29 May 2023, 17:39","29 May 2023, 18:41","","Preacher curl (full machine)",,"",1,"normal",35,7,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Squat (Machine)",,"",0,"normal",40,10,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Squat (Machine)",,"",1,"normal",80,9,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Romanian Deadlift (Dumbbell)",,"",0,"normal",26,8,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Romanian Deadlift (Dumbbell)",,"",1,"normal",22,8,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Romanian Deadlift (Dumbbell)",,"",2,"normal",22,10,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Romanian Deadlift (Dumbbell)",,"",3,"normal",22,9,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Seated Calf Raise",,"",0,"normal",30,12,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Seated Calf Raise",,"",1,"normal",30,11,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Seated Calf Raise",,"",2,"normal",30,10,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Seated Calf Raise",,"",3,"normal",30,12,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Lateral Raise (Machine)",,"",0,"normal",50,9,,,8
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Lateral Raise (Machine)",,"",1,"normal",50,9,,,
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Leg Extension (Machine)",,"",0,"normal",85,7,,,7
"Leg focused","27 May 2023, 18:03","27 May 2023, 19:09","","Leg Extension (Machine)",,"",1,"normal",85,7,,,
"Upper body pull-ish","25 May 2023, 16:38","25 May 2023, 17:22","","Pull Up",,"",0,"normal",,6,,,
"Upper body pull-ish","25 May 2023, 16:38","25 May 2023, 17:22","","Pull Up",,"",1,"normal",,3,,,
"Upper body pull-ish","25 May 2023, 16:38","25 May 2023, 17:22","","Pull Up",,"",2,"normal",,5,,,
"Upper body pull-ish","25 May 2023, 16:38","25 May 2023, 17:22","","Incline Chest Press (Machine)",,"",0,"normal",50,9,,,8
"Upper body pull-ish","25 May 2023, 16:38","25 May 2023, 17:22","","Incline Chest Press (Machine)",,"",1,"normal",45,10,,,8
"Upper body pull-ish","25 May 2023, 16:38","25 May 2023, 17:22","","Lat Pulldown (Machine)",,"",0,"normal",80,12,,,7
"Upper body pull-ish","25 May 2023, 16:38","25 May 2023, 17:22","","Lat Pulldown (Machine)",,"",1,"normal",85,11,,,8
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Pull Up",,"",0,"normal",,9,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Pull Up",,"",1,"normal",,5,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Iso-Lateral Row (Machine)",,"",0,"normal",40,13,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Iso-Lateral Row (Machine)",,"",1,"normal",50,13,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Iso-Lateral Row (Machine)",,"",2,"normal",60,11,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Iso-Lateral Row (Machine)",,"",3,"normal",60,11,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Incline Chest Press (Machine)",,"",0,"normal",45,13,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Incline Chest Press (Machine)",,"",1,"normal",50,12,,,8
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Incline Chest Press (Machine)",,"",2,"normal",50,12,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Chest Press (Machine)",,"",0,"normal",64,12,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Chest Press (Machine)",,"",1,"normal",68,10,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Chest Press (Machine)",,"",2,"normal",64,10,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Chest Fly (Machine)",,"",0,"normal",50,12,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Chest Fly (Machine)",,"",1,"normal",55,13,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Chest Fly (Machine)",,"",2,"normal",59,8,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Entraînement de l'après-midi","23 May 2023, 19:43","23 May 2023, 21:09","","Seated Shoulder Press (Machine)",,"",1,"normal",50,9,,,
